geoid,name,B01003001,"B01003001, Error"
14000US47113000800,"Census Tract 8, Madison, TN",1219,244
14000US47113000900,"Census Tract 9, Madison, TN",2181,385
14000US47113001000,"Census Tract 10, Madison, TN",2129,307
14000US47113001100,"Census Tract 11, Madison, TN",1268,353
14000US47113001300,"Census Tract 13, Madison, TN",5702,612
14000US47113001401,"Census Tract 14.01, Madison, TN",2119,373
14000US47113001402,"Census Tract 14.02, Madison, TN",2606,407
14000US47113001501,"Census Tract 15.01, Madison, TN",5803,728
14000US47113001502,"Census Tract 15.02, Madison, TN",5752,532
14000US47113001603,"Census Tract 16.03, Madison, TN",3003,450
14000US47113001604,"Census Tract 16.04, Madison, TN",2893,407
14000US47113001605,"Census Tract 16.05, Madison, TN",3199,449
14000US47113001607,"Census Tract 16.07, Madison, TN",5723,802
14000US47113001608,"Census Tract 16.08, Madison, TN",2186,231
14000US47113001609,"Census Tract 16.09, Madison, TN",1585,245
14000US47113001610,"Census Tract 16.10, Madison, TN",6615,929
14000US47113001611,"Census Tract 16.11, Madison, TN",2528,404
14000US47113001612,"Census Tract 16.12, Madison, TN",6553,963
14000US47113001700,"Census Tract 17, Madison, TN",1833,385
14000US47113001800,"Census Tract 18, Madison, TN",3208,445
14000US47113001900,"Census Tract 19, Madison, TN",3697,421
14000US47115050101,"Census Tract 501.01, Marion, TN",3927,523
14000US47115050102,"Census Tract 501.02, Marion, TN",5796,549
14000US47115050201,"Census Tract 502.01, Marion, TN",4404,572
14000US47115050203,"Census Tract 502.03, Marion, TN",2617,452
14000US47115050204,"Census Tract 502.04, Marion, TN",3347,378
14000US47115050301,"Census Tract 503.01, Marion, TN",5318,344
14000US47115050302,"Census Tract 503.02, Marion, TN",3270,644
14000US47117955000,"Census Tract 9550, Marshall, TN",8407,690
14000US47117955100,"Census Tract 9551, Marshall, TN",5774,698
14000US47117955200,"Census Tract 9552, Marshall, TN",6215,668
14000US47117955300,"Census Tract 9553, Marshall, TN",4617,476
14000US47117955400,"Census Tract 9554, Marshall, TN",4116,442
14000US47117955500,"Census Tract 9555, Marshall, TN",4780,596
14000US47119010100,"Census Tract 101, Maury, TN",3158,526
14000US47119010201,"Census Tract 102.01, Maury, TN",7780,813
14000US47119010203,"Census Tract 102.03, Maury, TN",4805,684
14000US47119010204,"Census Tract 102.04, Maury, TN",10385,821
14000US47119010205,"Census Tract 102.05, Maury, TN",1311,440
14000US47119010301,"Census Tract 103.01, Maury, TN",7754,655
14000US47119010302,"Census Tract 103.02, Maury, TN",3076,565
14000US47119010401,"Census Tract 104.01, Maury, TN",4605,894
14000US47119010402,"Census Tract 104.02, Maury, TN",2398,553
14000US47119010500,"Census Tract 105, Maury, TN",4633,839
14000US47119010600,"Census Tract 106, Maury, TN",5569,697
14000US47119010700,"Census Tract 107, Maury, TN",5022,693
14000US47119010801,"Census Tract 108.01, Maury, TN",3990,719
14000US47119010802,"Census Tract 108.02, Maury, TN",7705,769
14000US47119010900,"Census Tract 109, Maury, TN",3283,588
14000US47119011001,"Census Tract 110.01, Maury, TN",3289,508
14000US47119011003,"Census Tract 110.03, Maury, TN",2588,651
14000US47119011004,"Census Tract 110.04, Maury, TN",3752,296
14000US47119011101,"Census Tract 111.01, Maury, TN",5020,710
14000US47119011102,"Census Tract 111.02, Maury, TN",3608,1021
14000US47119011200,"Census Tract 112, Maury, TN",5280,675
14000US47121960100,"Census Tract 9601, Meigs, TN",3398,406
14000US47121960200,"Census Tract 9602, Meigs, TN",4765,469
14000US47121960300,"Census Tract 9603, Meigs, TN",4459,464
14000US47123925001,"Census Tract 9250.01, Monroe, TN",4328,478
14000US47123925002,"Census Tract 9250.02, Monroe, TN",3887,495
14000US47123925101,"Census Tract 9251.01, Monroe, TN",4309,698
14000US47123925102,"Census Tract 9251.02, Monroe, TN",3151,338
14000US47123925200,"Census Tract 9252, Monroe, TN",4972,503
14000US47123925301,"Census Tract 9253.01, Monroe, TN",4201,722
14000US47123925302,"Census Tract 9253.02, Monroe, TN",3559,349
14000US47123925401,"Census Tract 9254.01, Monroe, TN",4249,733
14000US47123925402,"Census Tract 9254.02, Monroe, TN",4623,758
14000US47123925501,"Census Tract 9255.01, Monroe, TN",3300,545
14000US47123925503,"Census Tract 9255.03, Monroe, TN",3526,546
14000US47123925504,"Census Tract 9255.04, Monroe, TN",1936,361
14000US47125100100,"Census Tract 1001, Montgomery, TN",1351,259
14000US47125100200,"Census Tract 1002, Montgomery, TN",1701,243
14000US47125100300,"Census Tract 1003, Montgomery, TN",5943,959
14000US47125100500,"Census Tract 1005, Montgomery, TN",4744,690
14000US47125100601,"Census Tract 1006.01, Montgomery, TN",2068,288
14000US47125100602,"Census Tract 1006.02, Montgomery, TN",2863,540
14000US47125100800,"Census Tract 1008, Montgomery, TN",3017,473
14000US47125100900,"Census Tract 1009, Montgomery, TN",2930,618
14000US47125101001,"Census Tract 1010.01, Montgomery, TN",4116,440
14000US47125101002,"Census Tract 1010.02, Montgomery, TN",4027,757
14000US47125101101,"Census Tract 1011.01, Montgomery, TN",2869,405
14000US47125101102,"Census Tract 1011.02, Montgomery, TN",10073,1082
14000US47125101103,"Census Tract 1011.03, Montgomery, TN",2546,375
14000US47125101201,"Census Tract 1012.01, Montgomery, TN",2354,457
14000US47125101202,"Census Tract 1012.02, Montgomery, TN",4617,537
14000US47125101304,"Census Tract 1013.04, Montgomery, TN",4780,711
14000US47125101305,"Census Tract 1013.05, Montgomery, TN",6603,763
14000US47125101306,"Census Tract 1013.06, Montgomery, TN",5147,602
14000US47125101307,"Census Tract 1013.07, Montgomery, TN",3043,611
14000US47125101308,"Census Tract 1013.08, Montgomery, TN",4024,736
14000US47125101309,"Census Tract 1013.09, Montgomery, TN",6786,867
14000US47125101400,"Census Tract 1014, Montgomery, TN",7382,933
14000US47125101501,"Census Tract 1015.01, Montgomery, TN",3870,636
14000US47125101502,"Census Tract 1015.02, Montgomery, TN",3702,591
14000US47125101600,"Census Tract 1016, Montgomery, TN",5874,782
14000US47125101701,"Census Tract 1017.01, Montgomery, TN",3089,511
14000US47125101702,"Census Tract 1017.02, Montgomery, TN",5145,661
14000US47125101803,"Census Tract 1018.03, Montgomery, TN",8551,1210
14000US47125101805,"Census Tract 1018.05, Montgomery, TN",3603,619
14000US47125101806,"Census Tract 1018.06, Montgomery, TN",7753,977
14000US47125101807,"Census Tract 1018.07, Montgomery, TN",4236,712
14000US47125101808,"Census Tract 1018.08, Montgomery, TN",4015,647
14000US47125101902,"Census Tract 1019.02, Montgomery, TN",2149,293
14000US47125101904,"Census Tract 1019.04, Montgomery, TN",6306,738
14000US47125101905,"Census Tract 1019.05, Montgomery, TN",6155,1655
14000US47125101906,"Census Tract 1019.06, Montgomery, TN",5916,799
14000US47125102001,"Census Tract 1020.01, Montgomery, TN",5622,896
14000US47125102003,"Census Tract 1020.03, Montgomery, TN",6925,848
14000US47125102004,"Census Tract 1020.04, Montgomery, TN",7556,1279
14000US47125102005,"Census Tract 1020.05, Montgomery, TN",7420,1219
14000US47125102007,"Census Tract 1020.07, Montgomery, TN",1856,447
14000US47125102008,"Census Tract 1020.08, Montgomery, TN",7441,707
14000US47125102009,"Census Tract 1020.09, Montgomery, TN",6287,1693
14000US47125102010,"Census Tract 1020.10, Montgomery, TN",4863,666
14000US47125102100,"Census Tract 1021, Montgomery, TN",4531,541
14000US47125980100,"Census Tract 9801, Montgomery, TN",323,128
14000US47127930100,"Census Tract 9301, Moore, TN",4194,291
14000US47127930200,"Census Tract 9302, Moore, TN",2287,291
14000US47129110100,"Census Tract 1101, Morgan, TN",2917,437
14000US47129110200,"Census Tract 1102, Morgan, TN",3375,428
14000US47129110300,"Census Tract 1103, Morgan, TN",5953,482
14000US47129110400,"Census Tract 1104, Morgan, TN",4319,632
14000US47129110500,"Census Tract 1105, Morgan, TN",4594,604
14000US47131965000,"Census Tract 9650, Obion, TN",4185,395
14000US47131965100,"Census Tract 9651, Obion, TN",2525,333
14000US47131965200,"Census Tract 9652, Obion, TN",1947,196
14000US47131965300,"Census Tract 9653, Obion, TN",3441,401
14000US47131965400,"Census Tract 9654, Obion, TN",4554,419
14000US47131965500,"Census Tract 9655, Obion, TN",2478,306
14000US47131965600,"Census Tract 9656, Obion, TN",4237,409
14000US47131965700,"Census Tract 9657, Obion, TN",4586,556
14000US47131965800,"Census Tract 9658, Obion, TN",1468,197
14000US47131965900,"Census Tract 9659, Obion, TN",1301,265
14000US47133950100,"Census Tract 9501, Overton, TN",1323,248
14000US47133950200,"Census Tract 9502, Overton, TN",1740,395
14000US47133950301,"Census Tract 9503.01, Overton, TN",4777,397
14000US47133950302,"Census Tract 9503.02, Overton, TN",2928,319
14000US47133950400,"Census Tract 9504, Overton, TN",2167,333
14000US47133950501,"Census Tract 9505.01, Overton, TN",4452,466
14000US47133950502,"Census Tract 9505.02, Overton, TN",2266,449
14000US47133950600,"Census Tract 9506, Overton, TN",2711,446
14000US47135930100,"Census Tract 9301, Perry, TN",2973,429
14000US47135930201,"Census Tract 9302.01, Perry, TN",2919,351
14000US47135930202,"Census Tract 9302.02, Perry, TN",2421,471
14000US47137925101,"Census Tract 9251.01, Pickett, TN",2825,285
14000US47137925102,"Census Tract 9251.02, Pickett, TN",2196,285
14000US47139950100,"Census Tract 9501, Polk, TN",1450,328
14000US47139950201,"Census Tract 9502.01, Polk, TN",2276,325
14000US47139950203,"Census Tract 9502.03, Polk, TN",2558,291
14000US47139950204,"Census Tract 9502.04, Polk, TN",3017,586
14000US47139950300,"Census Tract 9503, Polk, TN",4157,492
14000US47139950400,"Census Tract 9504, Polk, TN",4044,410
14000US47141000100,"Census Tract 1, Putnam, TN",5467,560
14000US47141000201,"Census Tract 2.01, Putnam, TN",6288,744
14000US47141000202,"Census Tract 2.02, Putnam, TN",3703,512
14000US47141000301,"Census Tract 3.01, Putnam, TN",3055,428
14000US47141000303,"Census Tract 3.03, Putnam, TN",2181,249
14000US47141000304,"Census Tract 3.04, Putnam, TN",4615,545
14000US47141000305,"Census Tract 3.05, Putnam, TN",2905,657
14000US47141000400,"Census Tract 4, Putnam, TN",4247,497
14000US47141000500,"Census Tract 5, Putnam, TN",2327,326
14000US47141000600,"Census Tract 6, Putnam, TN",4114,551
14000US47141000700,"Census Tract 7, Putnam, TN",3336,480
14000US47141000800,"Census Tract 8, Putnam, TN",6229,675
14000US47141000900,"Census Tract 9, Putnam, TN",6381,791
14000US47141001000,"Census Tract 10, Putnam, TN",4250,621
14000US47141001100,"Census Tract 11, Putnam, TN",7263,690
14000US47141001201,"Census Tract 12.01, Putnam, TN",6249,797
14000US47141001202,"Census Tract 12.02, Putnam, TN",3979,436
14000US47141001300,"Census Tract 13, Putnam, TN",2366,426
14000US47143975000,"Census Tract 9750, Rhea, TN",4621,537
14000US47143975100,"Census Tract 9751, Rhea, TN",4813,544
14000US47143975200,"Census Tract 9752, Rhea, TN",6383,586
14000US47143975300,"Census Tract 9753, Rhea, TN",6086,631
14000US47143975401,"Census Tract 9754.01, Rhea, TN",7212,569
14000US47143975402,"Census Tract 9754.02, Rhea, TN",3608,342
14000US47145030100,"Census Tract 301, Roane, TN",3643,236
14000US47145030203,"Census Tract 302.03, Roane, TN",3488,471
14000US47145030204,"Census Tract 302.04, Roane, TN",3693,401
14000US47145030205,"Census Tract 302.05, Roane, TN",2909,426
14000US47145030206,"Census Tract 302.06, Roane, TN",3603,591
14000US47145030301,"Census Tract 303.01, Roane, TN",3408,580
14000US47145030302,"Census Tract 303.02, Roane, TN",3026,519
14000US47145030401,"Census Tract 304.01, Roane, TN",3062,769
14000US47145030402,"Census Tract 304.02, Roane, TN",2720,415
14000US47145030500,"Census Tract 305, Roane, TN",4631,477
14000US47145030600,"Census Tract 306, Roane, TN",3751,541
14000US47145030700,"Census Tract 307, Roane, TN",3474,510
14000US47145030801,"Census Tract 308.01, Roane, TN",1868,439
14000US47145030802,"Census Tract 308.02, Roane, TN",3458,644
14000US47145030900,"Census Tract 309, Roane, TN",6579,811
14000US47145980100,"Census Tract 9801, Roane, TN",0,13
14000US47147080101,"Census Tract 801.01, Robertson, TN",4833,589
14000US47147080103,"Census Tract 801.03, Robertson, TN",6893,273
14000US47147080104,"Census Tract 801.04, Robertson, TN",7909,627
14000US47147080200,"Census Tract 802, Robertson, TN",5373,417
14000US47147080301,"Census Tract 803.01, Robertson, TN",2978,377
14000US47147080302,"Census Tract 803.02, Robertson, TN",3297,539
14000US47147080401,"Census Tract 804.01, Robertson, TN",5390,565
14000US47147080402,"Census Tract 804.02, Robertson, TN",4960,499
14000US47147080500,"Census Tract 805, Robertson, TN",4932,557
14000US47147080603,"Census Tract 806.03, Robertson, TN",4918,548
14000US47147080604,"Census Tract 806.04, Robertson, TN",3822,415
14000US47147080605,"Census Tract 806.05, Robertson, TN",3182,400
14000US47147080606,"Census Tract 806.06, Robertson, TN",5894,526
14000US47147080701,"Census Tract 807.01, Robertson, TN",3661,737
14000US47147080702,"Census Tract 807.02, Robertson, TN",4267,344
14000US47149040101,"Census Tract 401.01, Rutherford, TN",4510,785
14000US47149040102,"Census Tract 401.02, Rutherford, TN",4000,445
14000US47149040104,"Census Tract 401.04, Rutherford, TN",6026,743
14000US47149040105,"Census Tract 401.05, Rutherford, TN",4370,647
14000US47149040106,"Census Tract 401.06, Rutherford, TN",4548,1262
14000US47149040107,"Census Tract 401.07, Rutherford, TN",4525,664
14000US47149040200,"Census Tract 402, Rutherford, TN",4483,607
14000US47149040303,"Census Tract 403.03, Rutherford, TN",2771,467
14000US47149040304,"Census Tract 403.04, Rutherford, TN",4172,970
14000US47149040305,"Census Tract 403.05, Rutherford, TN",2675,376
14000US47149040307,"Census Tract 403.07, Rutherford, TN",3047,621
14000US47149040308,"Census Tract 403.08, Rutherford, TN",6708,877
14000US47149040309,"Census Tract 403.09, Rutherford, TN",5399,579
14000US47149040310,"Census Tract 403.10, Rutherford, TN",3416,474
14000US47149040311,"Census Tract 403.11, Rutherford, TN",3140,834
14000US47149040312,"Census Tract 403.12, Rutherford, TN",2492,477
14000US47149040404,"Census Tract 404.04, Rutherford, TN",3047,387
14000US47149040405,"Census Tract 404.05, Rutherford, TN",4109,932
14000US47149040501,"Census Tract 405.01, Rutherford, TN",9370,902
14000US47149040502,"Census Tract 405.02, Rutherford, TN",7095,917
14000US47149040600,"Census Tract 406, Rutherford, TN",5067,754
14000US47149040702,"Census Tract 407.02, Rutherford, TN",7745,1181
14000US47149040703,"Census Tract 407.03, Rutherford, TN",8480,1242
14000US47149040704,"Census Tract 407.04, Rutherford, TN",4375,875
14000US47149040806,"Census Tract 408.06, Rutherford, TN",8975,1360
14000US47149040807,"Census Tract 408.07, Rutherford, TN",6864,757
14000US47149040808,"Census Tract 408.08, Rutherford, TN",10921,1275
14000US47149040809,"Census Tract 408.09, Rutherford, TN",4151,635
14000US47149040810,"Census Tract 408.10, Rutherford, TN",3124,358
14000US47149040811,"Census Tract 408.11, Rutherford, TN",6347,847
14000US47149040812,"Census Tract 408.12, Rutherford, TN",3444,463
14000US47149040901,"Census Tract 409.01, Rutherford, TN",4584,793
14000US47149040904,"Census Tract 409.04, Rutherford, TN",5702,808
14000US47149040906,"Census Tract 409.06, Rutherford, TN",7427,914
14000US47149040907,"Census Tract 409.07, Rutherford, TN",10257,1172
14000US47149040908,"Census Tract 409.08, Rutherford, TN",8645,1612
14000US47149040909,"Census Tract 409.09, Rutherford, TN",6064,854
14000US47149040910,"Census Tract 409.10, Rutherford, TN",6510,1093
14000US47149040911,"Census Tract 409.11, Rutherford, TN",6144,894
14000US47149041000,"Census Tract 410, Rutherford, TN",8788,885
14000US47149041102,"Census Tract 411.02, Rutherford, TN",3425,652
14000US47149041103,"Census Tract 411.03, Rutherford, TN",4214,730
14000US47149041104,"Census Tract 411.04, Rutherford, TN",3931,546
14000US47149041201,"Census Tract 412.01, Rutherford, TN",6603,1057
14000US47149041202,"Census Tract 412.02, Rutherford, TN",4430,684
14000US47149041301,"Census Tract 413.01, Rutherford, TN",6310,795
14000US47149041302,"Census Tract 413.02, Rutherford, TN",5904,700
14000US47149041401,"Census Tract 414.01, Rutherford, TN",6251,924
14000US47149041404,"Census Tract 414.04, Rutherford, TN",4524,866
14000US47149041405,"Census Tract 414.05, Rutherford, TN",2837,549
14000US47149041406,"Census Tract 414.06, Rutherford, TN",5058,1059
14000US47149041407,"Census Tract 414.07, Rutherford, TN",5460,674
14000US47149041500,"Census Tract 415, Rutherford, TN",2674,615
14000US47149041601,"Census Tract 416.01, Rutherford, TN",2906,644
14000US47149041602,"Census Tract 416.02, Rutherford, TN",2885,894
14000US47149041700,"Census Tract 417, Rutherford, TN",6258,1007
14000US47149041800,"Census Tract 418, Rutherford, TN",4929,706
14000US47149041900,"Census Tract 419, Rutherford, TN",4180,610
14000US47149042000,"Census Tract 420, Rutherford, TN",5135,720
14000US47149042101,"Census Tract 421.01, Rutherford, TN",5317,952
14000US47149042102,"Census Tract 421.02, Rutherford, TN",3893,942
14000US47149042200,"Census Tract 422, Rutherford, TN",5172,1154
14000US47149042301,"Census Tract 423.01, Rutherford, TN",5645,811
14000US47149042302,"Census Tract 423.02, Rutherford, TN",4137,750
14000US47151975000,"Census Tract 9750, Scott, TN",4009,570
14000US47151975101,"Census Tract 9751.01, Scott, TN",2243,285
14000US47151975102,"Census Tract 9751.02, Scott, TN",4166,487
14000US47151975200,"Census Tract 9752, Scott, TN",5980,731
14000US47151975300,"Census Tract 9753, Scott, TN",2420,418
14000US47151975400,"Census Tract 9754, Scott, TN",3037,471
14000US47153060102,"Census Tract 601.02, Sequatchie, TN",2409,356
14000US47153060103,"Census Tract 601.03, Sequatchie, TN",4342,516
14000US47153060104,"Census Tract 601.04, Sequatchie, TN",4497,496
14000US47153060200,"Census Tract 602, Sequatchie, TN",4479,460
14000US47155080101,"Census Tract 801.01, Sevier, TN",3227,371
14000US47155080103,"Census Tract 801.03, Sevier, TN",4122,936
14000US47155080104,"Census Tract 801.04, Sevier, TN",3631,663
14000US47155080202,"Census Tract 802.02, Sevier, TN",5932,935
14000US47155080203,"Census Tract 802.03, Sevier, TN",5856,712
14000US47155080204,"Census Tract 802.04, Sevier, TN",3487,625
14000US47155080300,"Census Tract 803, Sevier, TN",5897,681
14000US47155080401,"Census Tract 804.01, Sevier, TN",3107,630
14000US47155080402,"Census Tract 804.02, Sevier, TN",4004,737
14000US47155080500,"Census Tract 805, Sevier, TN",5362,765
14000US47155080601,"Census Tract 806.01, Sevier, TN",4424,726
14000US47155080603,"Census Tract 806.03, Sevier, TN",3492,684
14000US47155080604,"Census Tract 806.04, Sevier, TN",5751,815
14000US47155080701,"Census Tract 807.01, Sevier, TN",4715,988
14000US47155080702,"Census Tract 807.02, Sevier, TN",5390,1082
14000US47155080801,"Census Tract 808.01, Sevier, TN",3238,535
14000US47155080803,"Census Tract 808.03, Sevier, TN",5611,763
14000US47155080804,"Census Tract 808.04, Sevier, TN",2375,380
14000US47155080901,"Census Tract 809.01, Sevier, TN",3242,480
14000US47155080903,"Census Tract 809.03, Sevier, TN",2365,540
14000US47155080904,"Census Tract 809.04, Sevier, TN",2336,384
14000US47155081001,"Census Tract 810.01, Sevier, TN",3220,560
14000US47155081002,"Census Tract 810.02, Sevier, TN",2852,662
14000US47155081101,"Census Tract 811.01, Sevier, TN",1402,315
14000US47155081103,"Census Tract 811.03, Sevier, TN",2035,304
14000US47155081104,"Census Tract 811.04, Sevier, TN",1015,206
14000US47155980100,"Census Tract 9801, Sevier, TN",0,13
14000US47157000100,"Census Tract 1, Shelby, TN",5188,828
14000US47157000200,"Census Tract 2, Shelby, TN",1065,297
14000US47157000300,"Census Tract 3, Shelby, TN",618,175
14000US47157000400,"Census Tract 4, Shelby, TN",1296,309
14000US47157000600,"Census Tract 6, Shelby, TN",1711,545
14000US47157000700,"Census Tract 7, Shelby, TN",4013,679
14000US47157000800,"Census Tract 8, Shelby, TN",2161,534
14000US47157000900,"Census Tract 9, Shelby, TN",2297,591
14000US47157001100,"Census Tract 11, Shelby, TN",3243,976
14000US47157001200,"Census Tract 12, Shelby, TN",3505,397
14000US47157001300,"Census Tract 13, Shelby, TN",2426,616
14000US47157001400,"Census Tract 14, Shelby, TN",1639,453
14000US47157001500,"Census Tract 15, Shelby, TN",1827,380
14000US47157001600,"Census Tract 16, Shelby, TN",3254,382
14000US47157001700,"Census Tract 17, Shelby, TN",4106,583
14000US47157001900,"Census Tract 19, Shelby, TN",1127,285
14000US47157002000,"Census Tract 20, Shelby, TN",1771,244
14000US47157002100,"Census Tract 21, Shelby, TN",1523,347
14000US47157002400,"Census Tract 24, Shelby, TN",1983,372
14000US47157002500,"Census Tract 25, Shelby, TN",2976,514
14000US47157002600,"Census Tract 26, Shelby, TN",2560,482
14000US47157002700,"Census Tract 27, Shelby, TN",1883,368
14000US47157002800,"Census Tract 28, Shelby, TN",2798,487
14000US47157002900,"Census Tract 29, Shelby, TN",4421,427
14000US47157003000,"Census Tract 30, Shelby, TN",2596,453
14000US47157003100,"Census Tract 31, Shelby, TN",3243,477
14000US47157003200,"Census Tract 32, Shelby, TN",3460,450
14000US47157003300,"Census Tract 33, Shelby, TN",2211,305
14000US47157003400,"Census Tract 34, Shelby, TN",2378,526
14000US47157003500,"Census Tract 35, Shelby, TN",3239,548
14000US47157003600,"Census Tract 36, Shelby, TN",1621,229
14000US47157003700,"Census Tract 37, Shelby, TN",1177,240
14000US47157003800,"Census Tract 38, Shelby, TN",596,94
14000US47157003900,"Census Tract 39, Shelby, TN",1499,280
14000US47157004200,"Census Tract 42, Shelby, TN",3340,374
14000US47157004300,"Census Tract 43, Shelby, TN",3148,392
14000US47157004500,"Census Tract 45, Shelby, TN",1034,184
14000US47157004600,"Census Tract 46, Shelby, TN",1209,257
14000US47157005000,"Census Tract 50, Shelby, TN",989,315
14000US47157005300,"Census Tract 53, Shelby, TN",3483,929
14000US47157005500,"Census Tract 55, Shelby, TN",1752,535
14000US47157005600,"Census Tract 56, Shelby, TN",4291,718
14000US47157005700,"Census Tract 57, Shelby, TN",2676,587
14000US47157005800,"Census Tract 58, Shelby, TN",800,281
14000US47157005900,"Census Tract 59, Shelby, TN",1985,690
14000US47157006000,"Census Tract 60, Shelby, TN",1669,295
14000US47157006200,"Census Tract 62, Shelby, TN",1578,366
14000US47157006300,"Census Tract 63, Shelby, TN",2441,386
14000US47157006400,"Census Tract 64, Shelby, TN",1650,367
14000US47157006500,"Census Tract 65, Shelby, TN",2462,610
14000US47157006600,"Census Tract 66, Shelby, TN",2176,341
14000US47157006700,"Census Tract 67, Shelby, TN",3183,613
14000US47157006800,"Census Tract 68, Shelby, TN",1730,399
14000US47157006900,"Census Tract 69, Shelby, TN",2245,525
14000US47157007000,"Census Tract 70, Shelby, TN",2788,498
14000US47157007100,"Census Tract 71, Shelby, TN",2820,711
14000US47157007200,"Census Tract 72, Shelby, TN",2936,360
14000US47157007300,"Census Tract 73, Shelby, TN",4125,535
14000US47157007400,"Census Tract 74, Shelby, TN",3284,570
14000US47157007500,"Census Tract 75, Shelby, TN",1186,220
14000US47157007810,"Census Tract 78.10, Shelby, TN",2184,396
14000US47157007821,"Census Tract 78.21, Shelby, TN",4423,933
14000US47157007822,"Census Tract 78.22, Shelby, TN",1313,260
14000US47157007900,"Census Tract 79, Shelby, TN",4802,928
14000US47157008000,"Census Tract 80, Shelby, TN",4277,1100
14000US47157008110,"Census Tract 81.10, Shelby, TN",1822,279
14000US47157008120,"Census Tract 81.20, Shelby, TN",5373,764
14000US47157008200,"Census Tract 82, Shelby, TN",5196,945
14000US47157008500,"Census Tract 85, Shelby, TN",4239,451
14000US47157008600,"Census Tract 86, Shelby, TN",6355,706
14000US47157008700,"Census Tract 87, Shelby, TN",5015,832
14000US47157008800,"Census Tract 88, Shelby, TN",6623,1248
14000US47157008900,"Census Tract 89, Shelby, TN",3735,829
14000US47157009100,"Census Tract 91, Shelby, TN",3266,558
14000US47157009201,"Census Tract 92.01, Shelby, TN",3328,491
14000US47157009202,"Census Tract 92.02, Shelby, TN",4181,749
14000US47157009300,"Census Tract 93, Shelby, TN",4172,769
14000US47157009400,"Census Tract 94, Shelby, TN",3378,487
14000US47157009501,"Census Tract 95.01, Shelby, TN",3219,479
14000US47157009502,"Census Tract 95.02, Shelby, TN",2943,527
14000US47157009600,"Census Tract 96, Shelby, TN",4887,731
14000US47157009700,"Census Tract 97, Shelby, TN",2739,630
14000US47157009800,"Census Tract 98, Shelby, TN",2564,443
14000US47157009901,"Census Tract 99.01, Shelby, TN",2950,877
14000US47157009902,"Census Tract 99.02, Shelby, TN",1724,471
14000US47157010001,"Census Tract 100.01, Shelby, TN",3673,758
14000US47157010002,"Census Tract 100.02, Shelby, TN",3292,1073
14000US47157010120,"Census Tract 101.20, Shelby, TN",5799,1395
14000US47157010121,"Census Tract 101.21, Shelby, TN",1971,525
14000US47157010122,"Census Tract 101.22, Shelby, TN",2995,852
14000US47157010210,"Census Tract 102.10, Shelby, TN",5878,1168
14000US47157010220,"Census Tract 102.20, Shelby, TN",8008,1364
14000US47157010300,"Census Tract 103, Shelby, TN",1241,385
14000US47157010500,"Census Tract 105, Shelby, TN",2102,359
14000US47157010610,"Census Tract 106.10, Shelby, TN",6438,1328
14000US47157010620,"Census Tract 106.20, Shelby, TN",3035,520
14000US47157010630,"Census Tract 106.30, Shelby, TN",3731,973
14000US47157010710,"Census Tract 107.10, Shelby, TN",5018,715
14000US47157010720,"Census Tract 107.20, Shelby, TN",3186,497
14000US47157010810,"Census Tract 108.10, Shelby, TN",6530,2020
14000US47157010820,"Census Tract 108.20, Shelby, TN",4265,779
14000US47157011010,"Census Tract 110.10, Shelby, TN",3240,611
14000US47157011020,"Census Tract 110.20, Shelby, TN",1403,308
14000US47157011100,"Census Tract 111, Shelby, TN",1622,298
14000US47157011200,"Census Tract 112, Shelby, TN",1068,218
14000US47157011300,"Census Tract 113, Shelby, TN",1272,287
14000US47157011401,"Census Tract 114.01, Shelby, TN",1042,350
14000US47157011402,"Census Tract 114.02, Shelby, TN",3427,792
14000US47157011500,"Census Tract 115, Shelby, TN",2510,585
14000US47157011600,"Census Tract 116, Shelby, TN",2473,646
14000US47157011700,"Census Tract 117, Shelby, TN",1141,270
14000US47157011800,"Census Tract 118, Shelby, TN",5183,854
14000US47157020101,"Census Tract 201.01, Shelby, TN",3599,752
14000US47157020102,"Census Tract 201.02, Shelby, TN",3034,502
14000US47157020210,"Census Tract 202.10, Shelby, TN",6102,856
14000US47157020221,"Census Tract 202.21, Shelby, TN",2866,713
14000US47157020222,"Census Tract 202.22, Shelby, TN",2617,347
14000US47157020301,"Census Tract 203.01, Shelby, TN",1509,368
14000US47157020302,"Census Tract 203.02, Shelby, TN",3009,693
14000US47157020400,"Census Tract 204, Shelby, TN",1033,231
14000US47157020511,"Census Tract 205.11, Shelby, TN",2400,607
14000US47157020521,"Census Tract 205.21, Shelby, TN",3596,762
14000US47157020523,"Census Tract 205.23, Shelby, TN",3414,725
14000US47157020524,"Census Tract 205.24, Shelby, TN",4784,711
14000US47157020531,"Census Tract 205.31, Shelby, TN",5959,829
14000US47157020532,"Census Tract 205.32, Shelby, TN",6703,1025
14000US47157020541,"Census Tract 205.41, Shelby, TN",4489,714
14000US47157020542,"Census Tract 205.42, Shelby, TN",6162,1442
14000US47157020543,"Census Tract 205.43, Shelby, TN",3120,857
14000US47157020544,"Census Tract 205.44, Shelby, TN",2466,576
14000US47157020610,"Census Tract 206.10, Shelby, TN",4427,552
14000US47157020621,"Census Tract 206.21, Shelby, TN",7705,1163
14000US47157020622,"Census Tract 206.22, Shelby, TN",4909,1466
14000US47157020632,"Census Tract 206.32, Shelby, TN",4867,576
14000US47157020633,"Census Tract 206.33, Shelby, TN",2921,583
